Zip Code,Population,County,Country
93624,1852,Fresno,California
93625,5635,Fresno,California
93626,1125,Fresno,California
93627,152,Fresno,California
93628,93,Fresno,California
93630,14062,Fresno,California
93631,14088,Fresno,California
93634,52,Fresno,California
93635,29124,Merced,California
93637,28434,Madera,California
93638,49247,Madera,California
93640,9174,Fresno,California
93641,571,Fresno,California
93643,3376,Madera,California
93644,8521,Madera,California
93645,173,Madera,California
93646,8449,Fresno,California
93647,9780,Tulare,California
93648,12587,Fresno,California
93650,3258,Fresno,California
93651,1314,Fresno,California
93652,265,Fresno,California
93653,972,Madera,California
93654,25923,Fresno,California
93656,5729,Fresno,California
93657,28991,Fresno,California
93660,4318,Fresno,California
93662,26213,Fresno,California
93664,642,Fresno,California
93665,343,Merced,California
93666,306,Tulare,California
93667,2633,Fresno,California
93668,1130,Fresno,California
93669,327,Madera,California
93673,646,Tulare,California
93675,3146,Fresno,California
93701,13858,Fresno,California
93702,47999,Fresno,California
93703,31180,Fresno,California
93704,26580,Fresno,California
93705,35451,Fresno,California
93706,35790,Fresno,California
93710,29337,Fresno,California
93711,36274,Fresno,California
93720,45087,Fresno,California
93721,6848,Fresno,California
93722,60889,Fresno,California
93725,21010,Fresno,California
93726,39148,Fresno,California
93727,54701,Fresno,California
93728,16346,Fresno,California
93901,35739,Monterey,California
93905,58548,Monterey,California
93906,53946,Monterey,California
93907,22292,Monterey,California
93908,13027,Monterey,California
93920,1006,Monterey,California
93921,2966,Monterey,California
93923,13121,Monterey,California
93924,6691,Monterey,California
93925,1140,Monterey,California
93926,9023,Monterey,California
93927,14204,Monterey,California
93928,254,Monterey,California
93930,14477,Monterey,California
93932,538,Monterey,California
93933,21759,Monterey,California
93940,32857,Monterey,California
93950,15449,Monterey,California
93953,4602,Monterey,California
93954,521,Monterey,California
93955,38244,Monterey,California
93960,13003,Monterey,California
93962,407,Monterey,California
94002,25566,San Mateo,California
94005,3635,San Mateo,California
94010,40346,San Mateo,California
94014,47453,San Mateo,California
94015,63337,San Mateo,California
94019,17929,San Mateo,California
94020,1622,San Mateo,California
94021,148,San Mateo,California
94022,18486,Santa Clara,California
94024,21496,Santa Clara,California
94025,39062,San Mateo,California
94027,6876,San Mateo,California
94028,6601,San Mateo,California
94030,20350,San Mateo,California
94037,2346,San Mateo,California
94038,3064,San Mateo,California
94040,32143,Santa Clara,California
94041,13483,Santa Clara,California
94043,27822,Santa Clara,California
94044,38885,San Mateo,California
94060,2055,San Mateo,California
94061,35737,San Mateo,California
94062,25569,San Mateo,California
94063,32368,San Mateo,California
94065,10658,San Mateo,California
94066,39566,San Mateo,California
94070,28098,San Mateo,California
94074,291,San Mateo,California
94080,60599,San Mateo,California
94086,64010,Santa Clara,California
94087,50070,Santa Clara,California
94089,16985,Santa Clara,California
94102,28998,San Francisco,California
94103,23036,San Francisco,California
94104,384,San Francisco,California
94105,2066,San Francisco,California
94107,17372,San Francisco,California
94108,13723,San Francisco,California
94109,56330,San Francisco,California
94110,74641,San Francisco,California
94111,3337,San Francisco,California
94112,73117,San Francisco,California
94114,30587,San Francisco,California
94115,33122,San Francisco,California
94116,42959,San Francisco,California
94117,38756,San Francisco,California
94118,38955,San Francisco,California
94121,42476,San Francisco,California
94122,55504,San Francisco,California
94123,22920,San Francisco,California
94124,33177,San Francisco,California
94127,20643,San Francisco,California
94129,2240,San Francisco,California
94130,1458,San Francisco,California
94131,27906,San Francisco,California
94132,26297,San Francisco,California
94133,26831,San Francisco,California
94134,40137,San Francisco,California
94301,16198,Santa Clara,California
94303,45499,Santa Clara,California
94304,1723,Santa Clara,California
94305,13386,Santa Clara,California
94306,24492,Santa Clara,California
94401,32488,San Mateo,California
94402,23393,San Mateo,California
94403,37926,San Mateo,California
94404,31882,San Mateo,California
94501,58555,Alameda,California
94502,13996,Alameda,California
94506,19777,Contra Costa,California
94507,15187,Contra Costa,California
94508,3641,Napa,California
94509,90891,Contra Costa,California
94510,25578,Solano,California
94511,2379,Contra Costa,California
94512,138,Solano,California
94513,26577,Contra Costa,California
94514,10153,Contra Costa,California
94515,7384,Napa,California
94517,14239,Contra Costa,California
94518,27394,Contra Costa,California
94519,18650,Contra Costa,California
94520,36186,Contra Costa,California
94521,39888,Contra Costa,California
94523,32685,Contra Costa,California
94525,3193,Contra Costa,California
94526,32873,Contra Costa,California
94530,23141,Contra Costa,California
94533,77683,Solano,California
94535,9978,Solano,California
94536,66543,Alameda,California
94538,56126,Alameda,California
94539,46917,Alameda,California
94541,60274,Alameda,California
94542,11147,Alameda,California
94544,72993,Alameda,California
94545,27311,Alameda,California
94546,41698,Alameda,California
94547,22479,Contra Costa,California
94549,23996,Contra Costa,California
94550,75929,Alameda,California
94552,13212,Alameda,California
94553,46677,Contra Costa,California
94555,33883,Alameda,California
94556,16510,Contra Costa,California
94558,63947,Napa,California
94559,26894,Napa,California
94560,42491,Alameda,California
94561,27607,Contra Costa,California
94563,17964,Contra Costa,California
94564,16717,Contra Costa,California
94565,78816,Contra Costa,California
94566,36669,Alameda,California
94567,494,Napa,California
94568,29636,Alameda,California
94569,173,Contra Costa,California
94571,5246,Solano,California
94572,8506,Contra Costa,California
94574,9423,Napa,California
94576,223,Napa,California
94577,41871,Alameda,California
94578,36568,Alameda,California
94579,19815,Alameda,California
94580,26240,Alameda,California
94583,44078,Contra Costa,California
94585,39279,Solano,California
94586,790,Alameda,California
94587,66472,Alameda,California
94588,28568,Alameda,California
94589,42209,Solano,California
94590,37218,Solano,California
94591,51665,Solano,California
94592,159,Solano,California
94595,18024,Contra Costa,California
94596,40917,Contra Costa,California
94598,26022,Contra Costa,California
94599,2873,Napa,California
94601,54876,Alameda,California
94602,28900,Alameda,California
94603,31392,Alameda,California
94605,42854,Alameda,California
94606,41876,Alameda,California
94607,21054,Alameda,California
94608,24589,Alameda,California
94609,21097,Alameda,California
94610,29964,Alameda,California
94611,36517,Alameda,California
94612,11702,Alameda,California
94618,15438,Alameda,California
94619,24518,Alameda,California
94621,30751,Alameda,California
94702,15638,Alameda,California
94703,19763,Alameda,California
94704,21205,Alameda,California
94705,12448,Alameda,California
94706,15882,Alameda,California
94707,11889,Alameda,California
94708,10737,Alameda,California
94709,10147,Alameda,California
94710,8157,Alameda,California
94801,28450,Contra Costa,California
94803,25399,Contra Costa,California
94804,39089,Contra Costa,California
94805,13984,Contra Costa,California
94806,55720,Contra Costa,California
94901,40239,Marin,California
94903,28403,Marin,California
94904,12010,Marin,California
94920,13065,Marin,California
94922,584,Sonoma,California
94923,1785,Sonoma,California
94924,1573,Marin,California
94925,9038,Marin,California
94928,42544,Sonoma,California
94929,330,Marin,California
94930,8486,Marin,California
94931,7936,Sonoma,California
94933,1025,Marin,California
94937,1004,Marin,California
94938,821,Marin,California
94939,6773,Marin,California
94940,406,Marin,California
94941,28727,Marin,California
94945,16429,Marin,California
94946,607,Marin,California
94947,24741,Marin,California
94949,13361,Marin,California
94950,248,Marin,California
94951,3777,Sonoma,California
94952,31930,Sonoma,California
94954,35419,Sonoma,California
94956,1885,Marin,California
94960,16849,Marin,California
94963,548,Marin,California
94964,6448,Marin,California
94965,11213,Marin,California
94970,781,Marin,California
94971,384,Marin,California
94972,66,Sonoma,California
94973,1449,Marin,California
95002,2147,Santa Clara,California
95003,24227,Santa Cruz,California
95004,3373,Monterey,California
95005,6407,Santa Cruz,California
95006,10520,Santa Cruz,California
95007,1007,Santa Cruz,California
95008,44976,Santa Clara,California
95010,9673,Santa Cruz,California
95012,8582,Monterey,California
95014,54431,Santa Clara,California
95017,857,Santa Cruz,California
95018,8728,Santa Cruz,California
95019,4753,Santa Cruz,California
95020,49968,Santa Clara,California
95023,47514,San Benito,California
95030,13290,Santa Clara,California
95032,24443,Santa Clara,California
95033,10172,Santa Clara,California
95035,62848,Santa Clara,California
95037,41707,Santa Clara,California
95039,899,Monterey,California
95041,77,Santa Cruz,California
95043,813,San Benito,California
95045,3402,San Benito,California
95046,5671,Santa Clara,California
95050,36349,Santa Clara,California
95051,52986,Santa Clara,California
95054,13031,Santa Clara,California
95060,43192,Santa Cruz,California
95062,36631,Santa Cruz,California
95064,4563,Santa Cruz,California
95065,8365,Santa Cruz,California
95066,14574,Santa Cruz,California
95070,30589,Santa Clara,California
95073,9823,Santa Cruz,California
95076,81141,Santa Cruz,California
95110,18197,Santa Clara,California
95111,57748,Santa Clara,California
95112,52334,Santa Clara,California
95113,561,Santa Clara,California
95116,51706,Santa Clara,California
95117,29914,Santa Clara,California
95118,31926,Santa Clara,California
95119,10155,Santa Clara,California
95120,37090,Santa Clara,California
95121,37127,Santa Clara,California
95122,59841,Santa Clara,California
95123,59632,Santa Clara,California
95124,45257,Santa Clara,California
95125,46185,Santa Clara,California
95126,27023,Santa Clara,California
95127,60620,Santa Clara,California
95128,32804,Santa Clara,California
95129,37570,Santa Clara,California
95130,13481,Santa Clara,California
95131,26389,Santa Clara,California
95132,40568,Santa Clara,California
95133,26032,Santa Clara,California
95134,9657,Santa Clara,California
95135,15798,Santa Clara,California
95136,36944,Santa Clara,California
95138,14792,Santa Clara,California
95139,7023,Santa Clara,California
95140,38,Santa Clara,California
95148,44103,Santa Clara,California
95202,7071,San Joaquin,California
95203,16357,San Joaquin,California
95204,30476,San Joaquin,California
95205,34138,San Joaquin,California
95206,49657,San Joaquin,California
95207,49965,San Joaquin,California
95209,30814,San Joaquin,California
95210,40611,San Joaquin,California
95212,6951,San Joaquin,California
95215,23789,San Joaquin,California
95219,19109,San Joaquin,California
95220,6317,San Joaquin,California
95221,676,Calaveras,California
95222,4264,Calaveras,California
95223,5159,Calaveras,California
95224,115,Calaveras,California
95225,27,Calaveras,California
95226,75,Calaveras,California
95227,722,San Joaquin,California
95228,2633,Calaveras,California
95230,596,San Joaquin,California
95231,5094,San Joaquin,California
95232,21,Calaveras,California
95233,335,Calaveras,California
95236,3148,San Joaquin,California
95237,3205,San Joaquin,California
95240,45755,San Joaquin,California
95242,22073,San Joaquin,California
95245,2718,Calaveras,California
95246,1692,Calaveras,California
95247,4353,Calaveras,California
95249,3930,Calaveras,California
95250,88,Calaveras,California
95251,460,Calaveras,California
95252,11266,Calaveras,California
95254,304,Calaveras,California
95255,2198,Calaveras,California
95257,435,Calaveras,California
95258,4176,San Joaquin,California
95301,27808,Merced,California
95303,809,Merced,California
95305,167,Tuolumne,California
95306,986,Mariposa,California
95307,32881,Stanislaus,California
95310,2144,Tuolumne,California
95311,2271,Mariposa,California
95312,55,Merced,California
95313,1508,Stanislaus,California
95315,10159,Merced,California
95316,5513,Stanislaus,California
95317,808,Merced,California
95318,579,Mariposa,California
95320,11474,San Joaquin,California
95321,3680,Tuolumne,California
95322,7872,Merced,California
95323,1055,Stanislaus,California
95324,7177,Merced,California
95325,128,Mariposa,California
95326,6822,Stanislaus,California
95327,9559,Tuolumne,California
95328,2130,Stanislaus,California
95329,1749,Stanislaus,California
95330,10834,San Joaquin,California
95333,3256,Merced,California
95334,12672,Merced,California
95335,683,Tuolumne,California
95336,36738,San Joaquin,California
95337,19867,San Joaquin,California
95338,10226,Mariposa,California
95340,59289,Merced,California
95345,433,Mariposa,California
95346,1278,Tuolumne,California
95348,23100,Merced,California
95350,52872,Stanislaus,California
95351,47536,Stanislaus,California
95354,27135,Stanislaus,California
95355,47613,Stanislaus,California
95356,26055,Stanislaus,California
95357,13343,Stanislaus,California
95358,30668,Stanislaus,California
95360,8504,Stanislaus,California
95361,25384,Stanislaus,California
95363,15536,Stanislaus,California
95364,235,Tuolumne,California
95365,4150,Merced,California
95366,12646,San Joaquin,California
95367,16525,Stanislaus,California
95368,12466,Stanislaus,California
95369,1158,Merced,California
95370,25340,Tuolumne,California
95372,1519,Tuolumne,California
95374,1960,Merced,California
95376,69801,San Joaquin,California
95379,3979,Tuolumne,California
95380,40545,Stanislaus,California
95382,24708,Stanislaus,California
95383,4848,Tuolumne,California
95385,274,San Joaquin,California
95386,8308,Stanislaus,California
95387,899,Stanislaus,California
95388,11463,Merced,California
95389,1750,Mariposa,California
95401,36125,Sonoma,California
95403,40270,Sonoma,California
95404,35057,Sonoma,California
95405,22250,Sonoma,California
95407,30876,Sonoma,California
95409,25718,Sonoma,California
95410,1054,Mendocino,California
95412,747,Sonoma,California
95415,1374,Mendocino,California
95417,176,Mendocino,California
95419,436,Sonoma,California
95420,333,Mendocino,California
95421,1575,Sonoma,California
95422,13485,Lake,California
95423,3684,Lake,California
95424,103,Lake,California
95425,9210,Sonoma,California
95426,1591,Lake,California
95427,371,Mendocino,California
95428,2296,Mendocino,California
95429,91,Mendocino,California
95430,187,Sonoma,California
95431,363,Sonoma,California
95432,383,Mendocino,California
95436,6216,Sonoma,California
95437,14417,Mendocino,California
95439,476,Sonoma,California
95441,2349,Sonoma,California
95442,4101,Sonoma,California
95443,175,Lake,California
95444,390,Sonoma,California
95445,1916,Mendocino,California
95446,4913,Sonoma,California
95448,17979,Sonoma,California
95449,1373,Mendocino,California
95450,438,Sonoma,California
95451,9902,Lake,California
95452,1653,Sonoma,California
95453,11180,Lake,California
95454,2706,Mendocino,California
95456,882,Mendocino,California
95457,2644,Lake,California
95458,3002,Lake,California
95459,586,Mendocino,California
95460,2229,Mendocino,California
95461,7789,Lake,California
95462,1537,Sonoma,California
95463,148,Mendocino,California
95464,2223,Lake,California
95465,1880,Sonoma,California
95466,1113,Mendocino,California
95468,1352,Mendocino,California
95469,1884,Mendocino,California
95470,5995,Mendocino,California
95471,298,Sonoma,California
95472,31266,Sonoma,California
95476,34314,Sonoma,California
95480,30,Sonoma,California
95481,109,Mendocino,California
95482,30988,Mendocino,California
95485,2344,Lake,California
95488,309,Mendocino,California
95490,13472,Mendocino,California
95492,23701,Sonoma,California
95493,240,Lake,California
95494,335,Mendocino,California
95497,752,Sonoma,California
95501,23224,Humboldt,California
95502,183,Humboldt,California
95503,23570,Humboldt,California
95511,261,Humboldt,California
95514,199,Humboldt,California
95519,15921,Humboldt,California
95521,19596,Humboldt,California
95524,1689,Humboldt,California
95525,1584,Humboldt,California
95526,695,Humboldt,California
95527,485,Trinity,California
95528,1072,Humboldt,California
95531,23792,Del Norte,California
95536,2965,Humboldt,California
95537,228,Humboldt,California
95540,12241,Humboldt,California
95542,2423,Humboldt,California
95543,532,Del Norte,California
95545,82,Humboldt,California
95546,3041,Humboldt,California
95547,1201,Humboldt,California
95548,1215,Del Norte,California
95549,264,Humboldt,California
95550,155,Humboldt,California
95551,1447,Humboldt,California
95552,265,Trinity,California
95553,867,Humboldt,California
95554,644,Humboldt,California
95555,494,Humboldt,California
95556,574,Humboldt,California
95558,300,Humboldt,California
95559,163,Humboldt,California
95560,1851,Humboldt,California
95562,3284,Humboldt,California
95563,660,Trinity,California
95564,395,Humboldt,California
95565,1125,Humboldt,California
95567,2020,Del Norte,California
95568,202,Siskiyou,California
95569,400,Humboldt,California
95570,2369,Humboldt,California
95571,270,Humboldt,California
95573,1666,Humboldt,California
95585,321,Mendocino,California
95587,200,Mendocino,California
95589,743,Humboldt,California
95595,259,Trinity,California
95601,222,Amador,California
95602,18197,Placer,California
95603,24944,Placer,California
95605,12756,Yolo,California
95606,382,Yolo,California
95607,262,Yolo,California
95608,58830,Sacramento,California
95610,43718,Sacramento,California
95612,1417,Yolo,California
95613,49,El Dorado,California
95614,3674,El Dorado,California
95615,699,Sacramento,California
95616,67411,Yolo,California
95618,648,Yolo,California
95619,4426,El Dorado,California
95620,18529,Solano,California
95621,41636,Sacramento,California
95623,4097,El Dorado,California
95624,38534,Sacramento,California
95625,171,Solano,California
95626,6197,Sacramento,California
95627,2756,Yolo,California
95628,40750,Sacramento,California
95629,850,Amador,California
95630,51855,Sacramento,California
95631,5714,Placer,California
95632,24194,Sacramento,California
95633,2536,El Dorado,California
95634,2723,El Dorado,California
95635,1140,El Dorado,California
95636,659,El Dorado,California
95637,228,Yolo,California
95638,1745,Sacramento,California
95639,213,Sacramento,California
95640,9752,Amador,California
95641,2010,Sacramento,California
95642,6202,Amador,California
95645,1793,Yolo,California
95646,129,Alpine,California
95648,15286,Placer,California
95650,11191,Placer,California
95651,485,El Dorado,California
95653,844,Yolo,California
95655,929,Sacramento,California
95658,6096,Placer,California
95659,751,Sutter,California
95660,32202,Sacramento,California
95661,25173,Placer,California
95662,32040,Sacramento,California
95663,2048,Placer,California
95664,1173,El Dorado,California
95665,4354,Amador,California
95666,5501,Amador,California
95667,34146,El Dorado,California
95668,901,Sutter,California
95669,2220,Amador,California
95670,49729,Sacramento,California
95672,3815,El Dorado,California
95673,14010,Sacramento,California
95674,947,Sutter,California
95675,364,Amador,California
95676,383,Sutter,California
95677,21510,Placer,California
95678,30614,Placer,California
95681,1219,Placer,California
95682,24738,El Dorado,California
95683,4731,Sacramento,California
95684,2958,El Dorado,California
95685,4610,Amador,California
95686,1472,San Joaquin,California
95687,63157,Solano,California
95688,32564,Solano,California
95689,1273,Amador,California
95690,2344,Sacramento,California
95691,19050,Yolo,California
95692,3600,Yuba,California
95693,5889,Sacramento,California
95694,8406,Yolo,California
95695,38547,Yolo,California
95701,751,Placer,California
95703,1526,Placer,California
95709,4829,El Dorado,California
95713,8525,Placer,California
95714,350,Placer,California
95715,185,Placer,California
95717,407,Placer,California
95720,183,El Dorado,California
95721,69,El Dorado,California
95722,3747,Placer,California
95726,8577,El Dorado,California
95728,88,Nevada,California
95735,25,El Dorado,California
95736,31,Placer,California
95742,299,Sacramento,California
95746,20675,Placer,California
95747,25418,Placer,California
95758,47065,Sacramento,California
95762,22028,El Dorado,California
95765,15494,Placer,California
95776,15022,Yolo,California
95814,16599,Sacramento,California
95815,25355,Sacramento,California
95816,16164,Sacramento,California
95817,14966,Sacramento,California
95818,21313,Sacramento,California
95819,15975,Sacramento,California
95820,37031,Sacramento,California
95821,35426,Sacramento,California
95822,44683,Sacramento,California
95823,72199,Sacramento,California
95824,30580,Sacramento,California
95825,30715,Sacramento,California
95826,38818,Sacramento,California
95827,19611,Sacramento,California
95828,54880,Sacramento,California
95829,11396,Sacramento,California
95830,592,Sacramento,California
95831,42832,Sacramento,California
95832,9063,Sacramento,California
95833,31422,Sacramento,California
95834,8403,Sacramento,California
95835,854,Sacramento,California
95836,16,Sacramento,California
95837,264,Sacramento,California
95838,34894,Sacramento,California
95841,20993,Sacramento,California
95842,31373,Sacramento,California
95843,36432,Sacramento,California
95864,23362,Sacramento,California
95901,38091,Yuba,California
95903,5654,Yuba,California
95910,118,Sierra,California
95912,4796,Colusa,California
95913,218,Glenn,California
95914,626,Butte,California
95916,1279,Butte,California
95917,3169,Butte,California
95918,1477,Yuba,California
95919,1237,Yuba,California
95920,303,Glenn,California
95922,632,Yuba,California
95923,86,Plumas,California
95925,262,Yuba,California
95926,35808,Butte,California
95928,32848,Butte,California
95930,282,Butte,California
95932,7503,Colusa,California
95934,178,Plumas,California
95935,614,Yuba,California
95936,404,Sierra,California
95937,19,Yolo,California
95938,3524,Butte,California
95939,587,Glenn,California
95941,452,Butte,California
95942,1351,Butte,California
95943,1454,Glenn,California
95944,76,Sierra,California
95945,23990,Nevada,California
95946,9752,Nevada,California
95947,2064,Plumas,California
95948,9763,Butte,California
95949,17922,Nevada,California
95950,531,Colusa,California
95951,1931,Glenn,California
95953,8695,Sutter,California
95954,11168,Butte,California
95955,1146,Colusa,California
95956,301,Plumas,California
95957,776,Sutter,California
95959,17269,Nevada,California
95960,565,Nevada,California
95961,6439,Yuba,California
95962,1519,Yuba,California
95963,13706,Glenn,California
95965,17782,Butte,California
95966,28382,Butte,California
95968,1254,Butte,California
95969,28318,Butte,California
95970,495,Colusa,California
95971,6189,Plumas,California
95972,140,Yuba,California
95973,26971,Butte,California
95974,74,Butte,California
95975,1601,Nevada,California
95977,963,Nevada,California
95978,28,Butte,California
95979,844,Colusa,California
95981,101,Yuba,California
95982,3193,Sutter,California
95983,513,Plumas,California
95984,73,Plumas,California
95986,145,Nevada,California
95987,4579,Colusa,California
95988,8812,Glenn,California
95991,34967,Sutter,California
95993,27786,Sutter,California
96001,31586,Shasta,California
96002,30338,Shasta,California
96003,41476,Shasta,California
96006,615,Modoc,California
96007,21418,Shasta,California
96008,899,Shasta,California
96009,595,Lassen,California
96010,269,Trinity,California
96011,265,Shasta,California
96013,4552,Shasta,California
96014,290,Siskiyou,California
96015,417,Modoc,California
96016,344,Shasta,California
96017,228,Shasta,California
96019,6277,Shasta,California
96020,2664,Plumas,California
96021,13840,Tehama,California
96022,12348,Shasta,California
96023,1162,Siskiyou,California
96024,960,Trinity,California
96025,2602,Siskiyou,California
96027,2156,Siskiyou,California
96028,1902,Shasta,California
96029,84,Tehama,California
96031,170,Siskiyou,California
96032,2345,Siskiyou,California
96033,373,Shasta,California
96034,392,Siskiyou,California
96035,3357,Tehama,California
96037,295,Siskiyou,California
96038,616,Siskiyou,California
96039,1294,Siskiyou,California
96040,397,Shasta,California
96041,2511,Trinity,California
96044,1026,Siskiyou,California
96046,268,Trinity,California
96047,911,Shasta,California
96048,734,Trinity,California
96050,482,Siskiyou,California
96051,1236,Shasta,California
96052,1845,Trinity,California
96054,386,Modoc,California
96055,3756,Tehama,California
96056,1554,Shasta,California
96057,1586,Siskiyou,California
96058,816,Siskiyou,California
96059,598,Tehama,California
96061,78,Tehama,California
96062,830,Shasta,California
96063,124,Tehama,California
96064,4592,Siskiyou,California
96065,431,Shasta,California
96067,7309,Siskiyou,California
96068,240,Lassen,California
96069,829,Shasta,California
96071,182,Shasta,California
96073,4931,Shasta,California
96074,263,Tehama,California
96075,433,Tehama,California
96076,215,Shasta,California
96080,26438,Tehama,California
96084,459,Shasta,California
96085,88,Siskiyou,California
96086,332,Siskiyou,California
96087,528,Shasta,California
96088,4231,Shasta,California
96090,405,Tehama,California
96091,734,Trinity,California
96092,439,Tehama,California
96093,3749,Trinity,California
96094,5896,Siskiyou,California
96096,843,Shasta,California
96097,9538,Siskiyou,California
96101,5096,Modoc,California
96103,1839,Plumas,California
96104,857,Modoc,California
96105,650,Plumas,California
96106,88,Plumas,California
96107,1332,Mono,California
96108,104,Modoc,California
96109,1177,Lassen,California
96110,132,Modoc,California
96112,231,Modoc,California
96113,946,Lassen,California
96114,3093,Lassen,California
96115,124,Modoc,California
96116,277,Modoc,California
96117,385,Lassen,California
96118,1822,Sierra,California
96119,85,Lassen,California
96120,957,Alpine,California
96121,481,Lassen,California
96122,4236,Plumas,California
96123,61,Lassen,California
96124,322,Sierra,California
96125,348,Sierra,California
96126,227,Sierra,California
96128,408,Lassen,California
96130,19440,Lassen,California
96132,72,Lassen,California
96133,116,Mono,California
96134,2595,Siskiyou,California
96136,162,Lassen,California
96137,4158,Lassen,California
96140,1943,Placer,California
96141,858,Placer,California
96142,1291,El Dorado,California
96143,4806,Placer,California
96145,4002,Placer,California
96146,942,Placer,California
96148,678,Placer,California
96150,33038,El Dorado,California
96161,15783,Nevada,California
